Epoch 0, Validation Loss: 528.8877476922218
Epoch 10, Validation Loss: 420.3261243711314
Epoch 20, Validation Loss: 19.45541320745101
Epoch 30, Validation Loss: 9.45971942375777
Epoch 40, Validation Loss: 8.66825954646254
Epoch 50, Validation Loss: 8.376288869922634
Epoch 60, Validation Loss: 8.083620731445125
Epoch 70, Validation Loss: 7.772907815107303
Epoch 80, Validation Loss: 7.478281763515992
Epoch 90, Validation Loss: 7.204414671596934
